title,text
Князю А. М. Горчакову,Он лучше муз навек оставит!
Князю А. М. Горчакову,"Дай бог любви, чтоб ты свой век"
Князю А. М. Горчакову,Питомцем нежным Эпикура
Князю А. М. Горчакову,Провел меж Вакха и Амура!
Князю А. М. Горчакову,"Мелькнет в туманном отдаленье,"
Князю А. М. Горчакову,"Дай бог, чтоб в страстном упоенье"
Князю А. М. Горчакову,"Ты с томной сладостью в очах,"
Князю А. М. Горчакову,Из рук младого Купидона
Князю А. М. Горчакову,"Вступая в мрачный чёлн Харона,"
Князю А. М. Горчакову,"Уснул.,. Ершовой на грудях!"
К Языкову (К тебе сбирался я давно…),К тебе сбирался я давно
К Языкову (К тебе сбирался я давно…),"С тобой попить, как пьют поэты,"
К Языкову (К тебе сбирался я давно…),Тобой воспетое вино.
К Языкову (К тебе сбирался я давно…),Уж зазывал меня с собою
К Языкову (К тебе сбирался я давно…),И я с веселою душою
К Языкову (К тебе сбирался я давно…),Оставить был совсем готов
К Языкову (К тебе сбирался я давно…),Неволю невских берегов.
К Языкову (К тебе сбирался я давно…),"Схватили за полы меня,"
К Языкову (К тебе сбирался я давно…),"И на Неве, хоть нет охоты,"
К Языкову (К тебе сбирался я давно…),Прикованным остался я.
К Языкову (К тебе сбирался я давно…),"О юность, юность удалая!"
К Языкову (К тебе сбирался я давно…),Могу ль тебя не пожалеть?
К Языкову (К тебе сбирался я давно…),"В долгах, бывало, утопая,"
К Языкову (К тебе сбирался я давно…),"Заимодавцев убегая,"
К Языкову (К тебе сбирался я давно…),Готов был всюду я лететь;
К Языкову (К тебе сбирался я давно…),Теперь докучно посещаю
К Языкову (К тебе сбирался я давно…),"Своих ленивых должников,"
К Языкову (К тебе сбирался я давно…),"Остепенившись, проклинаю"
К Языкову (К тебе сбирался я давно…),Я тяжесть денег и годов.
К Языкову (К тебе сбирался я давно…),"Прости, певец! играй, пируй."
К Языкову (К тебе сбирался я давно…),"С Кипридой, Фебом торжествуй,"
К Языкову (К тебе сбирался я давно…),"Не знай сиятельного чванства,"
К Языкову (К тебе сбирался я давно…),Не знай любезных должников
К Языкову (К тебе сбирался я давно…),И не плати своих долгов
К Языкову (К тебе сбирался я давно…),По праву русского дворянства.
Гречанке,Ты рождена воспламенять
Гречанке,"Воображение поэтов,"
Гречанке,Его тревожить и пленять
Гречанке,"Любезной живостью приветов,"
Гречанке,"Восточной странностью речей,"
Гречанке,Блистаньем зеркальных очей
Гречанке,И этой ножкою нескромной;
Гречанке,"Ты рождена для неги томной,"
Гречанке,Для упоения страстей.
Гречанке,Скажи: когда певец Лейлы
Гречанке,В мечтах небесных рисовал
Гречанке,"Свой неизменный идеал,"
Гречанке,Уж не тебя ль изображал
Гречанке,Поэт мучительный и милый?
Гречанке,"Быть может, в дальной стороне,"
Гречанке,"Под небом Греции священной,"
Гречанке,Тебя страдалец вдохновенный
Гречанке,"Узнал иль видел, как во сне,"
Гречанке,И скрылся образ незабвенный
Гречанке,В его сердечной глубине.
Гречанке,"Быть может, лирою счастливой"
Гречанке,Тебя волшебник искушал;
Гречанке,Невольный трепет возникал
Гречанке,"В твоей груди самолюбивой,"
Гречанке,"И ты, склонясь к его плечу&#8230;"
Гречанке,"Нет, нет, мой друг, мечты ревнивой"
Гречанке,Питать я пламя не хочу;
Гречанке,Мне долго счастье чуждо было.
Гречанке,"Мне ново наслаждаться им,"
Гречанке,"И, тайной грустию томим,"
Гречанке,"Боюсь: неверно всё, что мило."
Исповедь,"Вечерня отошла давно,"
Исповедь,Но в кельях тихо и темно.
Исповедь,Уже и сам игумен строгий
Исповедь,Свои молитвы прекратил
Исповедь,"И кости ветхие склонил,"
Исповедь,"Перекрестясь, на одр убогий."
Исповедь,"Кругом и сон и тишина,"
Исповедь,Но церкви дверь отворена;
Исповедь,И тускло озаряет он
Исповедь,"И темну живопись икон,"
Исповедь,И позлащенные оклады.
Исповедь,И раздается в тишине
Исповедь,"То тяжкий вздох, то шепот важный,"
Исповедь,И мрачно дремлет в вышине
Исповедь,"Старинный свод, глухой и влажный."
Исповедь,Стоят за клиросом чернец
Исповедь,"И шепот их, как глас из гроба,"
Исповедь,"И грешник бледен, как мертвец."
Исповедь,<strong>Монах</strong>
Исповедь,Ужасна исповедь злодея!
Исповедь,Заплачена тобою дань
Исповедь,"Тому, кто, в злобе пламенея,"
Исповедь,Лукаво грешника блюдет
Исповедь,И к вечной гибели ведет.
Исповедь,"Смирись! опомнись! время, время,"
Исповедь,Сложи мучительное бремя.
Рефутация на г-на Беранжера,"Ты помнишь ли, ах, ваше благородье,"
Рефутация на г-на Беранжера,"Мусье француз, гове*ый капитан,"
Рефутация на г-на Беранжера,Как помнится у нас в простонародье
Рефутация на г-на Беранжера,Над нехристем победы россиян?
Рефутация на г-на Беранжера,"Хоть это нам не составляет много,"
Рефутация на г-на Беранжера,"Не из иных мы прочих, так сказать;"
Рефутация на г-на Беранжера,"Но встарь мы вас наказывали строго,"
Рефутация на г-на Беранжера,"Ты помнишь ли, скажи, еб*на твоя мать?"
Рефутация на г-на Беранжера,"Ты помнишь ли, как за горы Суворов"
Рефутация на г-на Беранжера,"Перешагнув, напал на вас врасплох?"
Рефутация на г-на Беранжера,"Как наш старик трепал вас, живодеров,"
Рефутация на г-на Беранжера,"И вас давил на ноготке, как блох?"
Рефутация на г-на Беранжера,"Хоть это нам не составляет много,"
Рефутация на г-на Беранжера,"Не из иных мы прочих, так сказать;"
Рефутация на г-на Беранжера,"Но встарь мы вас наказывали строго,"
Рефутация на г-на Беранжера,"Ты помнишь ли, скажи, еб*на твоя мать?"
Рефутация на г-на Беранжера,"Ты помнишь ли, как всю пригнал Европу"
Рефутация на г-на Беранжера,На нас одних ваш Бонапарт-буян?
Рефутация на г-на Беранжера,"Французов видели тогда мы многих ж*пу,"
Рефутация на г-на Беранжера,"Да и твою, гове*ый капитан!"
Рефутация на г-на Беранжера,"Хоть это нам не составляет много,"
Рефутация на г-на Беранжера,"Не из иных мы прочих, так сказать;"
Рефутация на г-на Беранжера,"Но встарь мы вас наказывали строго,"
Рефутация на г-на Беранжера,"Ты помнишь ли, скажи, еб*на твоя мать?"
Рефутация на г-на Беранжера,"Ты помнишь ли, как царь ваш от угара"
Рефутация на г-на Беранжера,"Вдруг одурел, как бубен гол и лыс,"
Рефутация на г-на Беранжера,Как на огне московского пожара
Рефутация на г-на Беранжера,Вы жарили московских наших крыс?
Рефутация на г-на Беранжера,"Хоть это нам не составляет много,"
Рефутация на г-на Беранжера,"Не из иных мы прочих, так сказать;"
Рефутация на г-на Беранжера,"Но встарь мы вас наказывали строго,"
Рефутация на г-на Беранжера,"Ты помнишь ли, скажи, еб*на твоя мать?"
Рефутация на г-на Беранжера,"Ты помнишь ли, фальшивый песнопевец,"
Рефутация на г-на Беранжера,"Ты, наш мороз среди родных снегов"
Рефутация на г-на Беранжера,"И батарей задорный подогревец,"
Рефутация на г-на Беранжера,Солдатский штык и петлю казаков?
Рефутация на г-на Беранжера,"Хоть это нам не составляет много,"
Рефутация на г-на Беранжера,"Не из иных мы прочих, так сказать;"
Рефутация на г-на Беранжера,"Но встарь мы вас наказывали строго,"
Рефутация на г-на Беранжера,"Ты помнишь ли, скажи, еб*на твоя мать?"
Рефутация на г-на Беранжера,"Ты помнишь ли, как были мы в Париже,"
Рефутация на г-на Беранжера,Где наш казак иль полковой наш поп
Рефутация на г-на Беранжера,"Морочил вас, к вийцу подсев поближе,"
Рефутация на г-на Беранжера,И ваших жен похваливал да е*?
Рефутация на г-на Беранжера,"Хоть это нам не составляет много,"
Рефутация на г-на Беранжера,"Не из иных мы прочих, так сказать;"
Рефутация на г-на Беранжера,"Но встарь мы вас наказывали строго,"
Рефутация на г-на Беранжера,"Ты помнишь ли, скажи, еб*на твоя мать?"
Вода и вино,Люблю я в полдень воспаленный
Вода и вино,Прохладу черпать из ручья
Вода и вино,"И в роще тихой, отдаленной"
Вода и вино,"Смотреть, как плещет в брег струя."
Вода и вино,"Когда ж вино в края поскачет,"
Вода и вино,"Напеиясь в чаше круговой,"
Вода и вино,"Друзья, скажите,— кто не плачет,"
Вода и вино,Заране радуясь душой?
Вода и вино,"Да будет проклят дерзновенный,"
Вода и вино,"Кто первый грешною рукой,"
Вода и вино,"Нечестьем буйным ослепленный,"
Вода и вино,"О страх!., смесил вино с водой!"
Вода и вино,Да будет проклят род злодея!
Вода и вино,Пускай не в силах будет пить
Вода и вино,"Или, стаканами владея,"
Вода и вино,Лафит с цымлянским различить!
Был и я среди донцов…,"Был и я среди донцов,"
Был и я среди донцов…,Гнал и я османов шайку;
Был и я среди донцов…,В память битвы и шатров
Был и я среди донцов…,Я домой привез нагайку.
Был и я среди донцов…,"На походе, на войне"
Был и я среди донцов…,"С нею рядом, на стене"
Был и я среди донцов…,Я повешу и нагайку.
Был и я среди донцов…,"Я люблю свою хозяйку,"
Был и я среди донцов…,Часто думал я об ней
Был и я среди донцов…,И берег свою нагайку.
Что белеется на горе зеленой…,Что белеется на горе зеленой?
Что белеется на горе зеленой…,"Снег ли то, али лебеди белы?"
Что белеется на горе зеленой…,"То не снег и не лебеди белы,"
Что белеется на горе зеленой…,А шатер Аги Асан-аги.
Что белеется на горе зеленой…,"Он лежит в нем, весь люто изранен."
Что белеется на горе зеленой…,"Посетили его сестра и матерь,"
Что белеется на горе зеленой…,"Его люба не могла, застыдилась."
Что белеется на горе зеленой…,"Как ему от боли стало легче,"
Что белеется на горе зеленой…,Приказал он своей верной любе:
Что белеется на горе зеленой…,"«Не ищи меня в моем белом доме,"
Что белеется на горе зеленой…,"В белом доме, ни во всем моем роде»."
Что белеется на горе зеленой…,"Как услышала мужнины речи,"
Что белеется на горе зеленой…,Запечалилась бедная Кадуна.
Что белеется на горе зеленой…,"Она слышит, на двор едут кони;"
Что белеется на горе зеленой…,"Побежала Асан-агиница,"
Что белеется на горе зеленой…,"Хочет броситься, бедная, в окошко,"
Что белеется на горе зеленой…,За ней вопят две милые дочки:
Что белеется на горе зеленой…,"«Воротися, милая мать наша,"
Что белеется на горе зеленой…,"Приехал не муж Асан-ага,"
Что белеется на горе зеленой…,А приехал брат твой Пинтрович».
Что белеется на горе зеленой…,"Воротилась Асан-агиница,"
Что белеется на горе зеленой…,"«Братец милый, что за посрамленье!"
Что белеется на горе зеленой…,Меня гонят от пятерых деток».
Мечтателю,Ты в страсти горестной находишь наслажденье;
Мечтателю,"Тебе приятно слезы лить,"
Мечтателю,Напрасным пламенем томить воображенье
Мечтателю,И в сердце тихое уныние таить.
Мечтателю,"Поверь, не любишь ты, неопытный мечтатель."
Мечтателю,"О если бы тебя, унылых чувств искатель,"
Мечтателю,Постигло страшное безумие любви;
Мечтателю,Когда б весь яд ее кипел в твоей крови;
Мечтателю,"Когда бы в долгие часы бессонной ночи,"
Мечтателю,"На ложе, медленно терзаемый тоской,"
Мечтателю,"Ты звал обманчивый покой,"
Мечтателю,"Вотще смыкая скорбны очи,"
Мечтателю,"Покровы жаркие, рыдая, обнимал"
Мечтателю,"И сохнул в бешенстве бесплодного желанья,—"
Мечтателю,"Поверь, тогда б ты не питал"
Мечтателю,Неблагодарного мечтанья!
Мечтателю,"Нет, нет: в слезах упав к ногам"
Мечтателю,"Своей любовницы надменной,"
Мечтателю,"Дрожащий, бледный, исступленный,"
Мечтателю,Тогда б воскликнул ты к богам:
Мечтателю,"«Отдайте, боги, мне рассудок омраченный,"
Мечтателю,Возьмите от меня сей образ роковой;
Мечтателю,Довольно я любил; отдайте мне покой&#8230;»
Мечтателю,Но мрачная любовь и образ незабвенный
Мечтателю,Остались вечно бы с тобой.
"Дубравы, где в тиши свободы…","Дубравы, где в тиши свободы"
"Дубравы, где в тиши свободы…","Встречал я счастьем каждый день,"
"Дубравы, где в тиши свободы…","Ступаю вновь под ваши своды,"
"Дубравы, где в тиши свободы…",Под вашу дружескую тень.
"Дубравы, где в тиши свободы…",И для меня воскресла радость
"Дубравы, где в тиши свободы…",И душу взволновали вновь
"Дубравы, где в тиши свободы…","Моя потерянная младость,"
"Дубравы, где в тиши свободы…",Тоски мучительная сладость
"Дубравы, где в тиши свободы…",И сердца первая любовь.
"Дубравы, где в тиши свободы…","Любовник муз уединенный,"
"Дубравы, где в тиши свободы…","В сени пленительных дубрав,"
"Дубравы, где в тиши свободы…",Я был свидетель умиленный
"Дубравы, где в тиши свободы…",Ее младенческих забав.
"Дубравы, где в тиши свободы…","Она цвела передо мною,"
"Дубравы, где в тиши свободы…",И я чудесной красоты
"Дубравы, где в тиши свободы…",Уже отгадывал мечтою
"Дубравы, где в тиши свободы…","Еще неясные черты,"
"Дубравы, где в тиши свободы…",И мысль об ней одушевила
"Дубравы, где в тиши свободы…",Моей цевницы первый звук
"Дубравы, где в тиши свободы…",И тайне сердце научила.
Я возмужал среди печальных бурь…,"Я возмужал среди печальных бурь,"
Я возмужал среди печальных бурь…,"И дней моих поток, так долго мутный,"
Я возмужал среди печальных бурь…,Теперь утих дремотою минутной
Я возмужал среди печальных бурь…,И отразил небесную лазурь.
Я возмужал среди печальных бурь…,"Надолго ли?., а кажется, прошли"
Я возмужал среди печальных бурь…,"Дни мрачных бурь, дни горьких искушений."
…строгий свет…,"Смягчил свои предубежденья,"
…строгий свет…,Или простил мне заблужденья
…строгий свет…,Давно минувших темных лет.
Когда б не смутное влеченье…,Когда б не смутное влеченье
Когда б не смутное влеченье…,"Чего-то жаждущей души,"
Когда б не смутное влеченье…,Вкушать в неведомой тиши:
Когда б не смутное влеченье…,"Забыл бы всех желаний трепет,"
Когда б не смутное влеченье…,И всё бы слушал этот лепет.
Когда б не смутное влеченье…,Всё б эти ножки целовал&#8230;
Мое беспечное незнанье…,Мое беспечное незнанье
Мое беспечное незнанье…,"Лукавый демон возмутил,"
Мое беспечное незнанье…,И он мое существованье
Мое беспечное незнанье…,С своим на век соединил.
Мое беспечное незнанье…,"Я стал взирать его глазами,"
Мое беспечное незнанье…,"Мне жизни дался бедный клад,"
Мое беспечное незнанье…,С его неясными словами
Мое беспечное незнанье…,Моя душа звучала в лад.
Мое беспечное незнанье…,Взглянул на мир я взором ясным
Мое беспечное незнанье…,И изумился в тишине:
Мое беспечное незнанье…,Ужели он казался мне
Мое беспечное незнанье…,Столь величавым и прекрасным?
Мое беспечное незнанье…,"Чего, мечтатель молодой,"
Мое беспечное незнанье…,"Ты в нем искал, к чему стремился,"
Мое беспечное незнанье…,Кого восторженной душой
Мое беспечное незнанье…,Боготворить не устыдился?
Мое беспечное незнанье…,"И взор я бросил на людей,"
Мое беспечное незнанье…,"Увидел их надменных, низких,"
Мое беспечное незнанье…,"Жестоких ветреных судей,"
Мое беспечное незнанье…,"Глупцов, всегда злодейству близких."
Мое беспечное незнанье…,"Пред боязливой их толпой,"
Мое беспечное незнанье…,"Жестокой, суетной, холодной,"
Мое беспечное незнанье…,"Смешон глас правды благородный,"
Мое беспечное незнанье…,Напрасен опыт вековой.
Мое беспечное незнанье…,"Вы правы, мудрые народы,"
Мое беспечное незнанье…,К чему свободы вольный клич!
Мое беспечное незнанье…,"Стадам не нужен дар свободы,"
Мое беспечное незнанье…,"Их должно резать или стричь,"
Мое беспечное незнанье…,Наследство их из рода в роды
Мое беспечное незнанье…,Ярмо с гремушками да бич.
"О вы, которые любили…","О вы, которые любили"
"О вы, которые любили…",Парнасса тайные цветы
"О вы, которые любили…",И своевольные мечты
"О вы, которые любили…","Вниманьем слабым наградили,"
"О вы, которые любили…",Спасите труд небрежный мой
"О вы, которые любили…",Под сенью покрова?
"О вы, которые любили…","От рук Невежества слепого,"
"О вы, которые любили…",От взоров Зависти косой.
"О вы, которые любили…","Картины, думы и рассказы"
"О вы, которые любили…","Для вас я вновь перемешал,"
"О вы, которые любили…",Смешное с важным сочетал
"О вы, которые любили…",И бешеной любви проказы
"О вы, которые любили…",В архивах ада отыскал…
Наперсник,"Твоих признаний, жалоб нежных"
Наперсник,Ловлю я жадно каждый крик:
Наперсник,Страстей безумных и мятежных
Наперсник,Как упоителен язык!
Наперсник,"Но прекрати свои рассказы,"
Наперсник,"Таи, таи свои мечты:"
Наперсник,"Боюсь их пламенной заразы,"
Наперсник,"Боюсь узнать, что знала ты!"
Кирджали,"В степях зеленых Буджака,"
Кирджали,"Где Прут, заветная река,"
Кирджали,"Обходит русские владенья,"
Кирджали,При бедном устье ручейка
Кирджали,Стоит безвестное селенье.
Кирджали,Семействами болгары тут
Кирджали,"В беспечной дикости живут,"
Кирджали,"Храня родительские нравы,"
Кирджали,"И не заботятся о том,"
Кирджали,Как ратоборствуют державы
Кирджали,И грозно правят их судьбой.
Баратынскому. Из Бессарабии,Сия пустынная страна
Баратынскому. Из Бессарабии,Священна для души поэта;
Баратынскому. Из Бессарабии,Она Державиным воспета
Баратынскому. Из Бессарабии,И славой русскою полна.
Баратынскому. Из Бессарабии,Еще доныне тень Назона
Баратынскому. Из Бессарабии,Дунайских ищет берегов;
Баратынскому. Из Бессарабии,Она летит на сладкий зов
Баратынскому. Из Бессарабии,"Питомцев муз и Аполлона,"
Баратынскому. Из Бессарабии,И с нею часто при луне
Баратынскому. Из Бессарабии,Брожу вдоль берега крутого;
Баратынскому. Из Бессарабии,"Но, друг, обнять милее мне"
Баратынскому. Из Бессарабии,В тебе Овидия живого.
К портрету Вяземского,"Судьба свои дары явить желала в нём,"
К портрету Вяземского,В счастливом баловне соединив ошибкой
К портрету Вяземского,"Богатство, знатный род с возвышенным умом"
К портрету Вяземского,И простодушие с язвительной улыбкой.
Новоселье,"Благословляю новоселье,"
Новоселье,Куда домашний свой кумир
Новоселье,Свободный труд и сладкий мир.
Новоселье,"Ты счастлив: ты свой домик малый,"
Новоселье,"Обычай мудрости храня,"
Новоселье,От злых забот и лени вялой
Новоселье,"Застраховал, как от огня."
"Я думал, сердце позабыло…","Я думал, сердце позабыло"
"Я думал, сердце позабыло…","Способность легкую страдать,"
"Я думал, сердце позабыло…","Я говорил: тому, что было,"
"Я думал, сердце позабыло…",Уж не бывать! уж не бывать!
"Я думал, сердце позабыло…","Прошли восторги, и печали,"
"Я думал, сердце позабыло…",И легковерные мечты&#8230;
"Я думал, сердце позабыло…",Но вот опять затрепетали
"Я думал, сердце позабыло…",Пред мощной властью красоты.
Воспоминания в Царском селе,Навис покров угрюмой нощи
Воспоминания в Царском селе,На своде дремлющих небес;
Воспоминания в Царском селе,"В безмолвной тишине почили дол и рощи,"
Воспоминания в Царском селе,В седом тумане дальний лес;
Воспоминания в Царском селе,"Чуть слышится ручей, бегущий в сень дубравы,"
Воспоминания в Царском селе,"Чуть дышит ветерок, уснувший на листах,"
Воспоминания в Царском селе,"И тихая луна, как лебедь величавый,"
Воспоминания в Царском селе,Плывет в сребристых облаках.
Воспоминания в Царском селе,С холмов кремнистых водопады
Воспоминания в Царском селе,"Стекают бисерной рекой,"
Воспоминания в Царском селе,Там в тихом озере плескаются наяды
Воспоминания в Царском селе,Его ленивою волной;
Воспоминания в Царском селе,"А там в безмолвии огромные чертоги,"
Воспоминания в Царском селе,"На своды опершись, несутся к облакам."
Воспоминания в Царском селе,Не здесь ли мирны дни вели земные боги?
Воспоминания в Царском селе,"Не се ль Элизиум полнощный,"
Воспоминания в Царском селе,"Прекрасный Царскосельский сад,"
Воспоминания в Царском селе,На лоне мира и отрад?
Воспоминания в Царском селе,Промчались навсегда те времена златые.
Воспоминания в Царском селе,Когда под скипетром великия жены
Воспоминания в Царском селе,"Венчалась славою счастливая Россия,"
Воспоминания в Царском селе,Цветя под кровом тишины!
Воспоминания в Царском селе,Здесь каждый’шаг в душе рождает
Воспоминания в Царском селе,Воспоминанья прежних лет;
Воспоминания в Царском селе,"Воззрев вокруг себя, со вздохом росс вещает:"
Воспоминания в Царском селе,"«Исчезло все, великой нет!»"
Воспоминания в Царском селе,"И, в думу углублен, над злачными брегами"
Воспоминания в Царском селе,"Сидит в безмолвии, склоняя ветрам слух."
Воспоминания в Царском селе,"Протекшие лета мелькают пред очами,"
Воспоминания в Царском селе,И в тихом восхищенье дух.
Воспоминания в Царском селе,"Он видит: окружен волнами,"
Воспоминания в Царском селе,"Над твердой, мшистою скалой"
Воспоминания в Царском селе,"Вознесся памятник. Ширяяся крылами,"
Воспоминания в Царском селе,Над ним сидит орел младой.
Воспоминания в Царском селе,И цепи тяжкие и стрелы громовые
Воспоминания в Царском селе,Вкруг грозного столпа трикратно обвились;
Воспоминания в Царском селе,"Кругом подножия, шумя, валы седые"
Воспоминания в Царском селе,В блестящей пене улеглись.
Воспоминания в Царском селе,В тонн густой угрюмых сосен
Воспоминания в Царском селе,Воздвигся памятник простой.
Воспоминания в Царском селе,"О, сколь он для тебя, кагульскнй брег, поносен!"
Воспоминания в Царском селе,И славен родине драгой!
Воспоминания в Царском селе,"Бессмертны вы вовек, о росски исполины,"
Воспоминания в Царском селе,В боях воспитанны средь бранных непогод!
Воспоминания в Царском селе,"О вас, сподвижники, друзья Екатерины,"
Воспоминания в Царском селе,Пройдет молва из рода в род.
Воспоминания в Царском селе,"О, громкий век военных споров,"
Воспоминания в Царском селе,Свидетель славы россиян!
Воспоминания в Царском селе,"Ты видел, как Орлов, Румянцев и Суворов,"
Воспоминания в Царском селе,"Потомки грозные славян,"
Воспоминания в Царском селе,Перуном Зевсовым победу похищали;
Воспоминания в Царском селе,"Их смелым подвигам, страшась, дивился мир;"
Воспоминания в Царском селе,Державин и Петров героям песнь бряцали
Воспоминания в Царском селе,Струнами громозвучных лир.
Воспоминания в Царском селе,"И ты промчался, незабвенный!"
Воспоминания в Царском селе,И вскоре новый век узрел
Воспоминания в Царском селе,"И брани новые, и ужасы военны;"
Воспоминания в Царском селе,Блеснул кровавый меч в неукротимой длани
Воспоминания в Царском селе,"Коварством, дерзостью венчанного царя;"
Воспоминания в Царском селе,Зарделась грозная заря.
Воспоминания в Царском селе,"И быстрым понеслись,потоком"
Воспоминания в Царском селе,Враги на русские поля.
Воспоминания в Царском селе,"Пред ними мрачна степь лежит во сне глубоком,"
Воспоминания в Царском селе,Дымится кровию земля;
Воспоминания в Царском селе,"И селы мирные, и грады в мгле пылают,"
Воспоминания в Царском селе,"И небо заревом оделося вокруг,"
Воспоминания в Царском селе,"Леса дремучие бегущих укрывают,"
Воспоминания в Царском селе,И праздный в поле ржавит плуг.
Воспоминания в Царском селе,"Все рушат, все свергают в прах,"
Воспоминания в Царском селе,"И тени бледные погибших чад Беллопы,"
Воспоминания в Царском селе,"В воздушных съединясь полках,"
Воспоминания в Царском селе,В могилу мрачную нисходят непрестанно
Воспоминания в Царском селе,Иль бродят по лесам в безмолвии ночи…
Воспоминания в Царском селе,"Звучат кольчуги и мечи!.,"
Воспоминания в Царском селе,"Страшись, о рать иноплеменных!"
Воспоминания в Царском селе,России двинулись сыны;
Воспоминания в Царском селе,"Востал и стар и млад; летят на дерзновенных,"
Воспоминания в Царском селе,Сердца их мщеньем зажжены.
Воспоминания в Царском селе,"Вострепещи, тиран! уж близок час паденья!"
Воспоминания в Царском селе,"Ты в каждом ратнике узришь богатыря,"
Воспоминания в Царском селе,"Их цель иль победить, иль пасть в пылу сраженья"
Воспоминания в Царском селе,"За Русь, за святость алтаря."
Воспоминания в Царском селе,"Ретивы кони бранью пышут,"
Воспоминания в Царском селе,"Усеян ратниками дол,"
Воспоминания в Царском селе,"За строем строй течет, все местью, славой дышат,"
Воспоминания в Царском селе,Восторг во грудь их перешел.
Воспоминания в Царском селе,"Летят на грозный пир; мечам добычи ищут,"
Воспоминания в Царском селе,"В сгущенном воздухе с мечами стрелы свищут,"
Воспоминания в Царском селе,И брызжет кровь на щит.
Воспоминания в Царском селе,Сразились.— Русский победитель!
Воспоминания в Царском селе,И вспять бежит надменный галл;
Воспоминания в Царском селе,Но сильного в боях небесный вседержитель
Воспоминания в Царском селе,"Лучом последним увенчал,"
Воспоминания в Царском селе,О бородинские кровавые поля!
Воспоминания в Царском селе,Не вы неистовству и гордости пределы!
Воспоминания в Царском селе,Увы! на башнях галл Кремля!..
Воспоминания в Царском селе,"Края Москвы, края родные,"
Воспоминания в Царском селе,Где на заре цветущих лет
Воспоминания в Царском селе,"Часы беспечности я тратил золотые,"
Воспоминания в Царском селе,"Не зная горести и бед,"
Воспоминания в Царском селе,"И вы их видели, врагов моей отчизны!"
Воспоминания в Царском селе,И вас багрила кровь и пламень пожирал!
Воспоминания в Царском селе,И в жертву не принес я мщенья вам и жизни;
Воспоминания в Царском селе,Вотще лишь гневом дух пылал!..
Воспоминания в Царском селе,"Где ты, краса Москвы стоглавой,"
Воспоминания в Царском селе,Родимой прелесть стороны?
Воспоминания в Царском селе,"Где прежде взору град являлся величавый,"
Воспоминания в Царском селе,Развалины теперь одни;
Воспоминания в Царском селе,"Москва, сколь русскому твой зрак унылый страшен!"
Воспоминания в Царском селе,"Исчезли здания вельможей и царей,"
Воспоминания в Царском селе,"Все пламень истребил. Венды затмились башен,"
Воспоминания в Царском селе,Чертоги пали богачей.
Воспоминания в Царском селе,"И там, где роскошь обитала"
Воспоминания в Царском селе,"В сенистых рощах и садах,"
Воспоминания в Царском селе,"Где мирт благоухал и липа трепетала,"
Воспоминания в Царском селе,"Там ныне угли, пепел, прах."
Воспоминания в Царском селе,"В часы безмолвные прекрасной, летней нощи"
Воспоминания в Царском селе,"Веселье шумное туда не полетит,"
Воспоминания в Царском селе,Не блещут уж в огнях брега и светлы рощи;
